becbf99a-7d0b-11ed-930b-acde48001122,1,hrithik,"(0, 0)"
becbf99a-7d0b-11ed-930b-acde48001122,2,udiksha,"(0, 1)"
becbf99a-7d0b-11ed-930b-acde48001122,3,hrithik,"(1, 1)"
becbf99a-7d0b-11ed-930b-acde48001122,4,udiksha,"(0, 2)"
becbf99a-7d0b-11ed-930b-acde48001122,5,hrithik,"(1, 2)"
becbf99a-7d0b-11ed-930b-acde48001122,6,udiksha,"(1, 0)"
becbf99a-7d0b-11ed-930b-acde48001122,7,hrithik,"(2, 2)"
a5239a40-7d0e-11ed-adc3-acde48001122,1,Hrithik,"(0, 0)"
a5239a40-7d0e-11ed-adc3-acde48001122,2,Chintu,"(1, 1)"
a5239a40-7d0e-11ed-adc3-acde48001122,3,Hrithik,"(2, 2)"
a5239a40-7d0e-11ed-adc3-acde48001122,4,Chintu,"(0, 2)"
a5239a40-7d0e-11ed-adc3-acde48001122,5,Hrithik,"(2, 0)"
a5239a40-7d0e-11ed-adc3-acde48001122,6,Chintu,"(1, 0)"
a5239a40-7d0e-11ed-adc3-acde48001122,7,Hrithik,"(2, 1)"
1c5d7c42-7d10-11ed-827b-acde48001122,1,hrithik,"(0, 0)"
1c5d7c42-7d10-11ed-827b-acde48001122,2,chintu,"(0, 1)"
1c5d7c42-7d10-11ed-827b-acde48001122,3,hrithik,"(1, 1)"
1c5d7c42-7d10-11ed-827b-acde48001122,4,chintu,"(0, 2)"
1c5d7c42-7d10-11ed-827b-acde48001122,5,hrithik,"(2, 2)"
b91c8bd6-7d10-11ed-b1a5-acde48001122,1,Hrithik,"(0, 0)"
b91c8bd6-7d10-11ed-b1a5-acde48001122,1,bot,"(2, 2)"
b91c8bd6-7d10-11ed-b1a5-acde48001122,3,Hrithik,"(1, 0)"
b91c8bd6-7d10-11ed-b1a5-acde48001122,3,bot,"(2, 1)"
b91c8bd6-7d10-11ed-b1a5-acde48001122,5,Hrithik,"(2, 0)"
